Sum, 4.261972,4.261972, 

(TOWARDS, +CCW)Wind Heading:  135 to 165 deg

0-2 (m/s),0.475594,0.475594, 
2-4 (m/s),1.167962,1.167962, 
4-6 (m/s),1.598084,1.598084, 
6-8 (m/s),1.678440,1.678440, 
8-10 (m/s),1.702422,1.702422, 
10-12 (m/s),1.770942,1.770942, 
12-14 (m/s),1.689341,1.689341, 
14-16 (m/s),1.146472,1.146472, 
16-18 (m/s),0.558130,0.558130, 
18-20 (m/s),0.192169,0.192169, 
20-22 (m/s),0.067586,0.067586, 
22-24 (m/s),0.014638,0.014638, 
24-26 (m/s),0.008098,0.008098, 
26-28 (m/s),0.002492,0.002492, 
28 +,0.000623,0.000623, 
Sum, 12.072993,12.072993, 

(TOWARDS, +CCW)Wind Heading:  165 to 195 deg

0-2 (m/s),0.555327,0.555327, 
2-4 (m/s),1.575036,1.575036, 
4-6 (m/s),2.483555,2.483555, 
6-8 (m/s),3.327603,3.327603, 
8-10 (m/s),3.790427,3.790427, 
10-12 (m/s),3.474299,3.474299, 
12-14 (m/s),2.570451,2.570451, 
14-16 (m/s),1.587494,1.587494, 
16-18 (m/s),0.735038,0.735038, 
18-20 (m/s),0.234838,0.234838, 
20-22 (m/s),0.079733,0.079733, 
22-24 (m/s),0.025851,0.025851, 
24-26 (m/s),0.007164,0.007164, 
26-28 (m/s),0.003115,0.003115, 
28 +,0.000623,0.000623, 
Sum, 20.450553,20.450553, 

(TOWARDS, +CCW)Wind Heading:  195 to 225 deg

0-2 (m/s),0.291212,0.291212, 
2-4 (m/s),1.145537,1.145537, 
4-6 (m/s),2.082399,2.082399, 
6-8 (m/s),2.265535,2.265535, 
8-10 (m/s),1.597150,1.597150, 
10-12 (m/s),0.982646,0.982646, 
12-14 (m/s),0.516707,0.516707, 
14-16 (m/s),0.276573,0.276573, 
16-18 (m/s),0.109321,0.109321, 
18-20 (m/s),0.056062,0.056062, 
20-22 (m/s),0.014638,0.014638, 
22-24 (m/s),0.001246,0.001246, 
24-26 (m/s),0.000311,0.000311, 
26-28 (m/s),0.000623,0.000623, 
28 +,0.001246,0.001246, 
Sum, 9.341207,9.341207, 

(TOWARDS, +CCW)Wind Heading:  225 to 255 deg

0-2 (m/s),0.366896,0.366896, 
2-4 (m/s),1.085426,1.085426, 
4-6 (m/s),1.266383,1.266383, 
6-8 (m/s),0.866784,0.866784, 
8-10 (m/s),0.712924,0.712924, 
10-12 (m/s),0.590833,0.590833, 
12-14 (m/s),0.405205,0.405205, 
14-16 (m/s),0.205873,0.205873, 
16-18 (m/s),0.103404,0.103404, 
18-20 (m/s),0.042670,0.042670, 
20-22 (m/s),0.013081,0.013081, 
22-24 (m/s),0.002180,0.002180, 
24-26 (m/s),0.001246,0.001246, 
26-28 (m/s),0.000000,0.000000, 
28 +,0.000000,0.000000, 
Sum, 5.662904,5.662904, 

(TOWARDS, +CCW)Wind Heading:  255 to 285 deg

0-2 (m/s),0.230166,0.230166, 
2-4 (m/s),0.896372,0.896372, 
4-6 (m/s),1.047117,1.047117, 
6-8 (m/s),0.873636,0.873636, 
8-10 (m/s),0.858374,0.858374, 
10-12 (m/s),0.663403,0.663403, 
12-14 (m/s),0.456907,0.456907, 
14-16 (m/s),0.193415,0.193415, 
16-18 (m/s),0.074750,0.074750, 
18-20 (m/s),0.020245,0.020245, 
20-22 (m/s),0.003426,0.003426, 
22-24 (m/s),0.000623,0.000623, 
24-26 (m/s),0.000000,0.000000, 
26-28 (m/s),0.000000,0.000000, 
28 +,0.000000,0.000000, 
Sum, 5.318433,5.318433, 

(TOWARDS, +CCW)Wind Heading:  285 to 315 deg

0-2 (m/s),0.535394,0.535394, 
2-4 (m/s),1.144915,1.144915, 
4-6 (m/s),1.058018,1.058018, 
6-8 (m/s),0.884225,0.884225, 
8-10 (m/s),0.845293,0.845293, 
10-12 (m/s),0.695794,0.695794, 
12-14 (m/s),0.547541,0.547541, 
14-16 (m/s),0.376863,0.376863, 
16-18 (m/s),0.228609,0.228609, 
18-20 (m/s),0.124894,0.124894, 
20-22 (m/s),0.077241,0.077241, 
22-24 (m/s),0.031146,0.031146, 
24-26 (m/s),0.014327,0.014327, 
26-28 (m/s),0.007786,0.007786, 
28 +,0.003426,0.003426, 
Sum, 6.575472,6.575472, 

(TOWARDS, +CCW)Wind Heading:  315 to 345 deg

0-2 (m/s),0.412680,0.412680, 
2-4 (m/s),1.138997,1.138997, 
4-6 (m/s),1.661933,1.661933, 
6-8 (m/s),1.668162,1.668162, 
8-10 (m/s),1.461666,1.461666, 
10-12 (m/s),1.195993,1.195993, 
12-14 (m/s),0.897929,0.897929, 
14-16 (m/s),0.714170,0.714170, 
16-18 (m/s),0.441023,0.441023, 
18-20 (m/s),0.274705,0.274705, 
20-22 (m/s),0.156040,0.156040, 
22-24 (m/s),0.080044,0.080044, 
24-26 (m/s),0.039866,0.039866, 
26-28 (m/s),0.013393,0.013393, 
28 +,0.009967,0.009967, 
Sum, 10.166567,10.166567, 

All Headings: 

0-2 (m/s),5.254896,5.254896, 
2-4 (m/s),13.753301,13.753301, 
4-6 (m/s),18.023683,18.023683, 
6-8 (m/s),16.853852,16.853852, 
8-10 (m/s),14.761798,14.761798, 
10-12 (m/s),11.853416,11.853416, 
12-14 (m/s),8.810796,8.810796, 
14-16 (m/s),5.545485,5.545485, 
16-18 (m/s),2.903710,2.903710, 
18-20 (m/s),1.299397,1.299397, 
20-22 (m/s),0.578063,0.578063, 
22-24 (m/s),0.224560,0.224560, 
24-26 (m/s),0.085339,0.085339, 
26-28 (m/s),0.035818,0.035818, 
28 +,0.015884,0.015884, 
Sum, 100.000000,100.000000, 
